id,name,cuisine,staple_category,cuisine_group,beverage_category,flavor_tags,scene_tags,diet_tags,feature_tags,budget_level,cook_time_minutes,difficulty,ingredients,is_spicy,is_vegetarian,calorie_level,description
450,苦瓜牛肉饭,家常,饭类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|大暑|节气限定|消暑|夏季时令|分享,低预算,25,简单,苦瓜|牛肉|米饭|蒜末,0,0,中等,大暑也不一定全吃凉的，这种带点微苦开胃的热饭也很稳。
451,凉拌木耳,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|大暑|节气限定|消暑|夏季时令|一人食|分享,低预算,25,简单,木耳|黄瓜|香醋|蒜末,0,1,中等,清脆凉拌菜在大暑桌上总能显得格外讨喜。
452,荷香糯米鸡,家常,菜肴,中式家常,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|大暑|节气限定|消暑|夏季时令|一人食|分享|治愈,低预算,25,简单,荷叶|糯米|鸡腿肉|香菇,0,0,中等,大暑荷叶最应景，包一份荷香糯米鸡，会把节气味做得很足。
453,绿豆海带汤,汤品,汤粥,中式家常,,清淡|鲜香,家庭晚餐|双人晚餐,均衡饮食|夜宵安慰,汤品|大暑|节气限定|消暑|夏季时令|分享|清爽|暖胃,低预算,25,简单,绿豆|海带|冰糖|百合,0,1,低,绿豆和海带组合起来，很像夏天里那种专门拿来消暑的小汤。
454,黄瓜鸡丝凉皮,家常,菜肴,中式家常,,清淡|鲜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|大暑|节气限定|消暑|夏季时令|一人食|分享|清爽,低预算,25,简单,凉皮|黄瓜|鸡丝|芝麻酱,0,0,中等,这类凉面凉皮在大暑时节会显得尤其合适。
455,仙草芋圆碗,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|大暑|节气限定|消暑|夏季时令|一人食|分享,低预算,25,简单,仙草|芋圆|红豆|椰奶,0,1,中等,凉润型甜品放在大暑很自然，也更适合当作下午茶候选。
456,大暑凉瓜煎饼,家常,饼类,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|大暑|节气限定|消暑|夏季时令|一人食|分享,低预算,25,简单,苦瓜|鸡蛋|面粉|胡椒,0,0,中等,把凉瓜做进煎饼里，会比单纯炒苦瓜更有饱腹感。
457,秋梨百合饮,饮品,饮品,饮品特调,特调饮品,清淡|鲜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,饮品|立秋|节气限定|咬秋|秋季时令|一人食|分享|清爽,低预算,25,简单,秋梨|百合|冰糖|温水,0,1,中等,立秋之后虽然暑气未尽，但润燥已经该提上日程，这杯很合适。
458,西瓜咬秋拼盘,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|立秋|节气限定|咬秋|秋季时令|一人食|分享,低预算,25,简单,西瓜|哈密瓜|葡萄|薄荷,0,1,中等,立秋有咬秋、吃瓜的习俗，这一盘就是很直白的应景吃法。
459,莲藕排骨汤,汤品,汤粥,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|夜宵安慰,汤品|立秋|节气限定|咬秋|秋季时令|分享|暖胃,中等预算,25,简单,莲藕|排骨|姜片|红枣,0,1,低,立秋开始适合慢慢往滋养方向走，一锅莲藕排骨汤很稳。
460,南瓜小米粥,汤品,汤粥,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|夜宵安慰,汤品|立秋|节气限定|咬秋|秋季时令|一人食|分享|暖胃,低预算,25,简单,南瓜|小米|红枣|枸杞,0,1,中等,立秋后的早餐或夜晚来碗南瓜小米粥，会特别熨帖。
461,秋葵拌鸡丝,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|立秋|节气限定|咬秋|秋季时令|一人食|分享,低预算,25,简单,秋葵|鸡丝|芝麻油|生抽,0,0,中等,立秋时节新鲜秋葵正好，拌鸡丝很清爽。
462,蜜瓜酸奶杯,甜品,甜品,甜品烘焙,,奶香|甜香,一个人吃|下午茶,减脂清爽|希望多素食,甜品|立秋|节气限定|咬秋|秋季时令|下午茶|一人食|治愈,低预算,25,简单,蜜瓜|酸奶|坚果|蜂蜜,0,1,低,如果想把立秋做得轻一点，咬秋的瓜也可以变成小甜品。
463,玉米排骨饭,家常,饭类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|立秋|节气限定|咬秋|秋季时令|分享,中等预算,25,简单,玉米粒|排骨|米饭|胡萝卜,0,1,中等,贴秋膘也不必很重，这种玉米排骨饭就是偏家常丰足的路线。
464,无花果银耳羹,汤品,汤粥,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|夜宵安慰,汤品|立秋|节气限定|咬秋|秋季时令|一人食|分享|暖胃,低预算,25,简单,无花果|银耳|冰糖|枸杞,0,1,低,初秋润燥的方向做成小甜羹，会更适合下午和夜晚。
465,贴秋膘红烧肉饭,家常,饭类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|立秋|节气限定|咬秋|秋季时令|分享,低预算,25,简单,五花肉|米饭|青菜|生抽,0,1,中等,立秋有贴秋膘的说法，这一碗会比单纯肉菜更适合一人食场景。
466,白切鸭腿饭,家常,饭类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|处暑|节气限定|润燥|秋季时令|分享,中等预算,25,简单,鸭腿肉|米饭|姜葱汁|黄瓜,0,0,中等,处暑吃鸭是广泛流传的习俗，把它做成白切鸭腿饭会很直观。
467,荷叶鸭丝粥,汤品,汤粥,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|夜宵安慰,汤品|处暑|节气限定|润燥|秋季时令|一人食|分享|暖胃,中等预算,25,简单,鸭丝|荷叶|大米|姜丝,0,0,中等,鸭肉配一点荷香，做成粥会比大肉大荤更适合处暑收尾暑气。
468,百合莲子饮,饮品,饮品,饮品特调,特调饮品,清淡|鲜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,饮品|处暑|节气限定|润燥|秋季时令|一人食|分享|清爽,低预算,25,简单,百合|莲子|冰糖|银耳,0,1,中等,处暑以后昼夜温差变大，这杯走的是润燥和缓和的方向。
469,梨香桂花冻,甜品,甜品,甜品烘焙,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,甜品|处暑|节气限定|润燥|秋季时令|一人食|分享,低预算,25,简单,雪梨|桂花|白凉粉|冰糖,0,1,中等,想让处暑下午茶更轻柔一点，这款桂花冻就很贴节气。
470,酸梅鸭片,家常,菜肴,中式家常,,酸甜|果香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|处暑|节气限定|润燥|秋季时令|一人食|分享|清爽,中等预算,25,简单,鸭胸肉|酸梅酱|黄瓜|生菜,0,0,中等,鸭肉配酸梅，是那种很适合处暑开胃又不厚重的组合。
471,南瓜小米盅,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|处暑|节气限定|润燥|秋季时令|一人食|分享,低预算,25,简单,南瓜|小米|红枣|葡萄干,0,1,中等,处暑后慢慢有点向秋天靠拢，这份小米盅也会更显温和。
472,银耳雪梨羹,汤品,汤粥,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|夜宵安慰,汤品|处暑|节气限定|润燥|秋季时令|一人食|分享|暖胃,低预算,25,简单,银耳|雪梨|枸杞|冰糖,0,1,低,润燥这件事在处暑特别合适，做成羹更容易入口。
473,茭白炒鸭片,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|处暑|节气限定|润燥|秋季时令|一人食|分享,中等预算,25,简单,茭白|鸭片|彩椒|生抽,0,0,中等,茭白和鸭片组合起来清鲜爽脆，很贴近处暑天想吃的口感。
474,荷香糯米鸡卷,家常,菜肴,中式家常,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|处暑|节气限定|润燥|秋季时令|一人食|分享|治愈,低预算,25,简单,荷叶|糯米|鸡腿肉|香菇,0,0,中等,这道保留了暑末荷香，也更适合做成节气限定主食。
475,龙眼红枣茶,饮品,饮品,饮品特调,茶饮,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,饮品|白露|节气限定|润肺|秋季时令|一人食|分享|暖胃,低预算,25,简单,龙眼|红枣|枸杞|热水,0,1,中等,白露吃龙眼、饮白露茶都很有代表性，这杯就把两个意向合在了一起。
476,白露茶冻,甜品,甜品,甜品烘焙,,清淡|鲜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,甜品|白露|节气限定|润肺|秋季时令|一人食|分享|清爽|暖胃,低预算,25,简单,白露茶|白凉粉|蜂蜜|桂花,0,1,中等,把白露茶做成茶冻，会更适合下午茶和轻甜口需求。
477,百合秋梨汤,汤品,汤粥,中式家常,,清淡|鲜香,家庭晚餐|双人晚餐,均衡饮食|夜宵安慰,汤品|白露|节气限定|润肺|秋季时令|分享|清爽|暖胃,低预算,25,简单,百合|秋梨|冰糖|银耳,0,1,低,白露前后燥感变明显，这碗甜汤正好往润肺方向靠。
478,桂圆糯米糕,甜品,甜品,甜品烘焙,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,甜品|白露|节气限定|润肺|秋季时令|一人食|分享|治愈,低预算,25,简单,桂圆|糯米粉|牛奶|红糖,0,0,中等,白露的龙眼也可以换一种软糯做法，做成糕会更治愈。
479,山药百合粥,汤品,汤粥,中式家常,,清淡|鲜香,一个人吃|家庭晚餐,均衡饮食|夜宵安慰,汤品|白露|节气限定|润肺|秋季时令|一人食|分享|清爽|暖胃,低预算,25,简单,山药|百合|大米|枸杞,0,1,中等,如果白露想吃得更温和一点，山药百合粥会非常稳。
480,龙眼莲子羹,汤品,汤粥,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|夜宵安慰,汤品|白露|节气限定|润肺|秋季时令|一人食|分享|暖胃,低预算,25,简单,龙眼|莲子|银耳|冰糖,0,1,低,这碗羹比普通甜汤多一点安神温润感，也很符合白露印象。
481,秋梨核桃卷,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|白露|节气限定|润肺|秋季时令|一人食|分享,低预算,25,简单,秋梨|核桃|薄饼|酸奶酱,0,1,中等,把秋梨做成小卷，既有节气水果，也不会显得太单调。
482,白露乌龙奶冻,饮品,饮品,饮品特调,茶饮,奶香|甜香,下午茶|一个人吃,均衡饮食|夜宵安慰,饮品|白露|节气限定|润肺|秋季时令|下午茶|一人食|治愈,低预算,20,简单,乌龙茶|牛奶|吉利丁|冰糖,0,0,中等,白露茶的习俗也可以做得更现代一点，这份奶冻就很好入口。
483,桂圆鸡丝饭,家常,饭类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|白露|节气限定|润肺|秋季时令|分享,低预算,25,简单,鸡丝|桂圆|米饭|香菇,0,0,中等,想把白露做成一顿像样正餐时，这碗偏温补的家常饭会很合适。
484,秋菜肉片汤,汤品,汤粥,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|夜宵安慰,汤品|秋分|节气限定|秋菜|秋季时令|分享|暖胃,低预算,25,简单,野苋菜|猪里脊|姜丝|高汤,0,0,低,岭南有秋分吃秋菜的习俗，这碗汤就是顺着这个传统做出来的。
485,桂花糯米藕,家常,菜肴,中式家常,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|秋分|节气限定|秋菜|秋季时令|一人食|分享|治愈,低预算,25,简单,莲藕|糯米|桂花|红糖,0,1,中等,秋分前后桂香和藕都很应景，做成糯米藕会很有秋天氛围。
486,南瓜小米饭,家常,饭类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|秋分|节气限定|秋菜|秋季时令|分享,低预算,25,简单,南瓜|小米|米饭|枸杞,0,1,中等,秋分是收获时节，南瓜小米这类金黄主食就很容易让人联想到丰收。
487,石榴酸奶杯,甜品,甜品,甜品烘焙,,酸甜|果香,一个人吃|下午茶,减脂清爽|希望多素食,甜品|秋分|节气限定|秋菜|秋季时令|下午茶|一人食|清爽,低预算,25,简单,石榴|酸奶|燕麦|蜂蜜,0,1,低,秋分昼夜平分，用一杯明亮的小甜品来承接果香季节会很合适。
488,秋分芋香蒸排骨,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|秋分|节气限定|秋菜|秋季时令|一人食|分享,中等预算,25,简单,芋头|排骨|豆豉|葱花,0,1,中等,秋分之后适合慢慢吃一些软糯根茎类食材，芋香蒸排骨很应景。
489,野苋菜鸡蛋饼,家常,饼类,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|秋分|节气限定|秋菜|秋季时令|一人食|分享,低预算,25,简单,野苋菜|鸡蛋|面粉|盐,0,0,中等,把秋菜做成鸡蛋饼，既方便也有很直接的节气辨识度。
490,桂花栗子羹,汤品,汤粥,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|夜宵安慰,汤品|秋分|节气限定|秋菜|秋季时令|一人食|分享|暖胃,低预算,25,简单,栗子|桂花|牛奶|冰糖,0,0,低,秋分时节的桂香和栗香都很舒服，做成羹也更柔和。
491,莲藕菌菇饭,家常,饭类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|秋分|节气限定|秋菜|秋季时令|分享,低预算,25,简单,莲藕|菌菇|米饭|生抽,0,1,中等,属于秋分那种清鲜但带着一点厚度的家常饭。
492,秋菜豆腐卷,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|秋分|节气限定|秋菜|秋季时令|一人食|分享,低预算,25,简单,豆腐皮|野苋菜|胡萝卜|芝麻酱,0,1,中等,如果想把秋菜吃得更轻，做成豆腐卷就很适合。
493,芝麻核桃糊,家常,菜肴,中式家常,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|寒露|节气限定|润燥|秋季时令|一人食|分享|治愈,低预算,25,简单,黑芝麻|核桃|牛奶|冰糖,0,0,中等,寒露有吃芝麻的习俗，这碗糊就是最直接的节气回应。
494,菊花茶冻,甜品,甜品,甜品烘焙,,清淡|鲜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,甜品|寒露|节气限定|润燥|秋季时令|一人食|分享|清爽|暖胃,低预算,25,简单,菊花茶|白凉粉|蜂蜜|枸杞,0,1,中等,寒露时节也适合饮秋茶、赏菊，用茶冻做法会更轻巧。
495,山药板栗鸡汤,汤品,汤粥,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|夜宵安慰,汤品|寒露|节气限定|润燥|秋季时令|分享|暖胃,低预算,25,简单,山药|板栗|鸡腿肉|姜片,0,0,低,天气转凉之后，这种温润的鸡汤会比太燥的进补更贴合寒露。
496,黑芝麻汤圆,甜品,甜品,甜品烘焙,,奶香|甜香,家庭晚餐|双人晚餐,均衡饮食|夜宵安慰,甜品|寒露|节气限定|润燥|秋季时令|分享|治愈|暖胃,低预算,25,简单,糯米粉|黑芝麻|花生|红糖,0,1,低,芝麻进入寒露特别应景，做成热汤圆会更有季节温度。
497,栗子焖鸡饭,家常,饭类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|寒露|节气限定|润燥|秋季时令|分享,低预算,25,简单,栗子|鸡腿肉|米饭|香菇,0,0,中等,栗子上市之后，和鸡肉焖饭就是很适合寒露的一餐。
498,秋茶奶冻,饮品,饮品,饮品特调,茶饮,奶香|甜香,下午茶|一个人吃,均衡饮食|夜宵安慰,饮品|寒露|节气限定|润燥|秋季时令|下午茶|一人食|治愈|暖胃,低预算,20,简单,乌龙茶|牛奶|吉利丁|蜂蜜,0,0,中等,想把秋茶做得更年轻一点，这份奶冻会非常合适。
499,芝麻红枣糕,甜品,甜品,甜品烘焙,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,甜品|寒露|节气限定|润燥|秋季时令|一人食|分享|治愈,低预算,25,简单,黑芝麻|红枣|糯米粉|牛奶,0,0,中等,带一点润燥意味，也很适合作为寒露下午茶的小甜点。
500,莲藕排骨煲,家常,菜肴,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|寒露|节气限定|润燥|秋季时令|分享|暖胃,中等预算,30,中等,莲藕|排骨|姜片|红枣,0,1,中等,这一锅比夏天的汤更扎实一点，很符合寒露之后的餐桌方向。
501,清蒸河蟹,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|寒露|节气限定|润燥|秋季时令|一人食|分享,中等预算,25,简单,河蟹|姜丝|香醋|紫苏,0,0,中等,寒露有吃螃蟹的习惯，直接清蒸最能保留时令鲜味。
502,柿子酸奶杯,甜品,甜品,甜品烘焙,,酸甜|果香,一个人吃|下午茶,减脂清爽|希望多素食,甜品|霜降|节气限定|补秋|秋季时令|下午茶|一人食|清爽,低预算,25,简单,柿子|酸奶|燕麦|坚果,0,1,低,霜降吃柿子是很有名的习俗，做成酸奶杯会更轻盈。
503,牛腩萝卜煲,家常,菜肴,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|霜降|节气限定|补秋|秋季时令|分享|暖胃,中等预算,30,中等,牛腩|白萝卜|姜片|生抽,0,0,中等,霜降后适合慢慢往更温暖的炖煲靠近，这一锅就很稳。
504,山药板栗饭,家常,饭类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|霜降|节气限定|补秋|秋季时令|分享,低预算,25,简单,山药|板栗|米饭|红枣,0,1,中等,霜降之后根茎食材特别适合上桌，做成饭会更有饱腹感。
505,霜降鸭肉煲,家常,菜肴,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|霜降|节气限定|补秋|秋季时令|分享|暖胃,中等预算,30,中等,鸭腿肉|白萝卜|香菇|姜片,0,0,中等,秋末的鸭肉仍然很合适，做成煲会更暖身。
506,柿香山楂饮,饮品,饮品,饮品特调,特调饮品,酸甜|果香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,饮品|霜降|节气限定|补秋|秋季时令|一人食|分享|清爽,低预算,25,简单,柿子|山楂|蜂蜜|温水,0,1,中等,把霜降习俗里的柿子做成饮品，口味会更活一点。
507,栗子南瓜羹,汤品,汤粥,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|夜宵安慰,汤品|霜降|节气限定|补秋|秋季时令|一人食|分享|暖胃,低预算,25,简单,栗子|南瓜|牛奶|冰糖,0,0,低,霜降的金黄食材做成羹，很有季节层次和柔和感。
508,红枣糯米糕,甜品,甜品,甜品烘焙,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,甜品|霜降|节气限定|补秋|秋季时令|一人食|分享|治愈,低预算,25,简单,红枣|糯米粉|牛奶|红糖,0,0,中等,进入晚秋后软糯甜点会显得格外贴心。
509,秋梨银耳饮,饮品,饮品,饮品特调,特调饮品,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,饮品|霜降|节气限定|补秋|秋季时令|一人食|分享,低预算,25,简单,秋梨|银耳|冰糖|温水,0,1,中等,如果想在霜降仍然兼顾润燥，这杯就很适合。
510,柿香芝士挞,甜品,甜品,甜品烘焙,,酸甜|果香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,甜品|霜降|节气限定|补秋|秋季时令|一人食|分享|清爽,低预算,25,简单,柿子|奶油奶酪|挞皮|鸡蛋,0,0,中等,把柿子做得更现代一点，这份小挞会有很明显的节气辨识度。
511,姜母鸭饭,家常,饭类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|立冬|节气限定|补冬|冬季时令|分享,中等预算,25,简单,鸭肉|老姜|米饭|麻油,0,0,中等,立冬开始讲究补冬，姜母鸭这类暖身路线很适合拿来做节气饭。
512,羊肉萝卜面,家常,面类,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|立冬|节气限定|补冬|冬季时令|一人食|分享|暖胃,中等预算,25,简单,羊肉|白萝卜|面条|高汤,0,0,中等,立冬之后的一碗羊肉萝卜面，会把暖胃和补冬都拉得很直观。
513,芝麻核桃粥,汤品,汤粥,中式家常,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|夜宵安慰,汤品|立冬|节气限定|补冬|冬季时令|一人食|分享|治愈|暖胃,低预算,25,简单,黑芝麻|核桃|大米|红枣,0,1,中等,天气转冷以后，这类温润型粥品会很适合作为立冬选择。
514,板栗烧鸡,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|立冬|节气限定|补冬|冬季时令|一人食|分享,低预算,25,简单,板栗|鸡腿肉|香菇|生抽,0,0,中等,板栗一入冬就很应景，和鸡肉一烧会特别稳妥。
515,立冬糯米丸,家常,菜肴,中式家常,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|立冬|节气限定|补冬|冬季时令|一人食|分享|治愈,低预算,25,简单,糯米粉|花生碎|红糖|芝麻,0,1,中等,软糯温热的小点心，会很符合立冬补冬的节奏。
516,党参鸡汤,汤品,汤粥,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|夜宵安慰,汤品|立冬|节气限定|补冬|冬季时令|分享|暖胃,低预算,25,简单,鸡腿肉|党参|红枣|姜片,0,0,低,立冬后很多人会喝些更滋补的汤，这锅就往这个方向走。
517,红糖姜茶,饮品,饮品,饮品特调,茶饮,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,饮品|立冬|节气限定|补冬|冬季时令|一人食|分享|治愈|暖胃,低预算,25,简单,红糖|生姜|红枣|热水,0,1,中等,简单但非常有立冬辨识度，尤其适合当天气突然转冷的时候。
518,山药羊肉煲,家常,菜肴,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|立冬|节气限定|补冬|冬季时令|分享|暖胃,中等预算,30,中等,山药|羊肉|枸杞|姜片,0,0,中等,煲类在立冬很有氛围感，也更接近家里围桌吃饭的感觉。
519,萝卜丝煎饼,家常,饼类,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|立冬|节气限定|补冬|冬季时令|一人食|分享,低预算,25,简单,白萝卜|面粉|鸡蛋|胡椒,0,0,中等,想把补冬做得轻一点，萝卜丝煎饼也是很好的热乎选项。
520,糍粑红豆碗,甜品,甜品,甜品烘焙,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,甜品|小雪|节气限定|软糯|冬季时令|一人食|分享,低预算,25,简单,糍粑|红豆|黄豆粉|红糖,0,1,中等,小雪前后南方一些地方会打糍粑，这碗把软糯感拉得很足。
521,腌菜肉丝面,家常,面类,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|小雪|节气限定|软糯|冬季时令|一人食|分享|暖胃,低预算,25,简单,雪里蕻|肉丝|面条|高汤,0,1,中等,小雪有腌菜习俗，拿腌菜来做一碗面会更有季节烟火气。
522,刨汤小火锅,家常,锅物,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|夜宵安慰,正餐|小雪|节气限定|软糯|冬季时令|分享|暖胃,低预算,30,中等,新鲜猪肉|白菜|豆腐|高汤,0,0,低,小雪时一些地方会吃刨汤，把它做成小火锅会更适合菜单呈现。
523,红薯糯米粥,汤品,汤粥,中式家常,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|夜宵安慰,汤品|小雪|节气限定|软糯|冬季时令|一人食|分享|治愈|暖胃,低预算,25,简单,红薯|糯米|红枣|冰糖,0,1,中等,天气更冷以后，红薯和糯米组合起来就会特别安稳。
524,黄豆炖猪蹄,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|小雪|节气限定|软糯|冬季时令|一人食|分享,低预算,30,简单,黄豆|猪蹄|姜片|生抽,0,0,中等,小雪之后吃些更厚一点的家常炖菜，也很合理。
525,酒酿小圆子,甜品,甜品,甜品烘焙,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,甜品|小雪|节气限定|软糯|冬季时令|一人食|分享|治愈,低预算,25,简单,酒酿|糯米圆子|枸杞|桂花,0,1,中等,软糯热甜口在小雪会很有安慰感。
526,腊味糯米饭,家常,饭类,中式家常,,奶香|甜香,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|小雪|节气限定|软糯|冬季时令|分享|治愈,低预算,25,简单,腊肠|糯米|香菇|青豆,0,0,中等,进入冬季后腊味逐渐上桌，这碗糯米饭会很有节气氛围。
527,小米南瓜饼,家常,饼类,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|小雪|节气限定|软糯|冬季时令|一人食|分享,低预算,25,简单,南瓜|小米粉|糯米粉|芝麻,0,1,中等,金黄软糯，适合当小雪的下午茶或小点心。
528,小雪白菜豆腐煲,家常,菜肴,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|小雪|节气限定|软糯|冬季时令|分享|暖胃,低预算,30,中等,白菜|豆腐|粉丝|高汤,0,1,中等,冬天里的白菜豆腐组合很稳，也适合拿来代表小雪的家常热菜。
529,萝卜炖牛腩,家常,菜肴,中式家常,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|大雪|节气限定|进补|冬季时令|一人食|分享,中等预算,30,简单,牛腩|白萝卜|姜片|香菜,0,0,中等,大雪以后更适合这种慢炖型热菜，暖胃感会特别明显。
530,当归鸡汤面,家常,面类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|夜宵安慰,正餐|大雪|节气限定|进补|冬季时令|分享|暖胃,低预算,25,简单,鸡腿肉|当归|面条|高汤,0,0,低,把进补汤和主食合在一碗里，会很适合寒天晚餐。
531,红枣山药糕,甜品,甜品,甜品烘焙,,鲜香|家常,一个人吃|家庭晚餐,均衡饮食|下饭解馋,甜品|大雪|节气限定|进补|冬季时令|一人食|分享,低预算,25,简单,红枣|山药|糯米粉|牛奶,0,0,中等,大雪时节的小点心，也会更偏软糯温补这一路。
532,糯米酒酿蛋,家常,菜肴,中式家常,,奶香|甜香,一个人吃|家庭晚餐,均衡饮食|下饭解馋,正餐|大雪|节气限定|进补|冬季时令|一人食|分享|治愈,低预算,25,简单,酒酿|鸡蛋|糯米|枸杞,0,0,中等,热热的一碗酒酿蛋在大雪特别有节令感。
533,腊肉蒜苗饭,家常,饭类,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|大雪|节气限定|进补|冬季时令|分享,低预算,25,简单,腊肉|蒜苗|米饭|鸡蛋,0,0,中等,天气一冷腊味就开始自然上桌，这碗饭很有大雪之后的烟火感。
534,白菜豆腐煲,家常,菜肴,中式家常,,鲜香|家常,家庭晚餐|双人晚餐,均衡饮食|下饭解馋,正餐|大雪|节气限定|进补|冬季时令|分享|暖胃,低预算,30,中等,白菜|豆腐|粉丝|高汤,0,1,中等,大雪时节的家常煲菜，简单但特别应景。
